,Basin,Year,Type,Transect,Interval,Lat_M,Lon_M,NperHa
1,WB,2020,R,73,1,41.47517573,-82.62292741,5600.213699
2,WB,2020,R,73,2,41.48266597,-82.62940046,3186.806387
3,WB,2020,R,73,3,41.49006667,-82.636065,1795.373101
4,WB,2020,R,73,4,41.49768695,-82.64249028,2757.619094
5,WB,2020,R,73,5,41.50534593,-82.64870019,2618.299013
6,WB,2020,R,129,1,41.5680055,-82.93326367,10671.1245
7,WB,2020,R,129,2,41.56804449,-82.92129768,12090.10426
8,WB,2020,R,129,3,41.56796578,-82.90933001,10542.71654
9,WB,2020,R,129,4,41.56745794,-82.89738072,15503.52851
10,WB,2020,R,129,5,41.56641922,-82.89126833,8113.608323
11,WB,2020,R,134,1,41.53677508,-82.56172726,12250.77687
12,WB,2020,R,134,2,41.52778833,-82.562365,9054.245072
13,WB,2020,R,134,3,41.51886268,-82.56321705,7678.479305
14,WB,2020,R,134,4,41.50991667,-82.56394833,4816.206478
15,WB,2020,R,134,5,41.50096917,-82.5643936,7079.783366
16,WB,2020,R,191,1,41.6301722,-82.80632454,29341.87122
17,WB,2020,R,191,2,41.62654393,-82.79538108,22318.65811
18,WB,2020,R,191,3,41.62280546,-82.78447781,18077.89361
19,WB,2020,R,191,4,41.61917622,-82.77361213,8274.578957
20,WB,2020,R,191,5,41.61479515,-82.76307789,13630.23661
21,WB,2020,R,193,1,41.62075724,-82.62101076,14965.97037
22,WB,2020,R,193,2,41.61331833,-82.61438167,20901.94925
23,WB,2020,R,193,3,41.60581228,-82.60780648,16988.73727
24,WB,2020,R,193,4,41.59806769,-82.60171478,12258.2254
25,WB,2020,R,193,5,41.59041654,-82.59550821,13647.13187
26,WB,2020,R,246,1,41.71510059,-83.22203951,1112.271056
27,WB,2020,R,246,2,41.71944561,-83.23244461,2499.675707
28,WB,2020,R,246,3,41.72419905,-83.24262796,2558.08238
29,WB,2020,R,246,4,41.72945478,-83.25233935,4144.854727
30,WB,2020,R,246,5,41.73436423,-83.26228463,5539.428294
31,WB,2020,R,247,1,41.72107134,-83.17237714,5321.196154
32,WB,2020,R,247,2,41.71747778,-83.16133491,7893.695446
33,WB,2020,R,247,3,41.71413566,-83.15019663,11959.06419
34,WB,2020,R,247,4,41.71103552,-83.13903022,8902.953359
35,WB,2020,R,247,5,41.70630604,-83.12871068,10528.7652
36,WB,2020,R,249,1,41.70352572,-82.95184716,25919.24201
37,WB,2020,R,249,2,41.69633919,-82.94466509,25106.02195
38,WB,2020,R,249,3,41.68934907,-82.9370981,28616.88861
39,WB,2020,R,249,4,41.68229407,-82.92967646,28092.79893
40,WB,2020,R,249,5,41.67537557,-82.92201128,27018.85361
41,WB,2020,R,250,1,41.71523477,-82.87719115,41878.13585
42,WB,2020,R,250,2,41.72417389,-82.87694191,54947.77389
43,WB,2020,R,250,3,41.73318055,-82.87694297,36061.42555
44,WB,2020,R,250,4,41.74216105,-82.87640221,42397.23768
45,WB,2020,R,250,5,41.7510582,-82.87506942,32888.66513
46,WB,2020,R,308,1,41.7869753,-83.03781416,28415.38907
47,WB,2020,R,308,2,41.7799484,-83.03040867,23220.17211
48,WB,2020,R,308,3,41.77299782,-83.02265282,19455.27114
49,WB,2020,R,308,4,41.76603446,-83.01506574,20481.34445
50,WB,2020,R,308,5,41.75899588,-83.00756088,17746.12635
51,WB,2020,R,367,1,41.86751167,-83.12196864,8930.55958
52,WB,2020,R,367,2,41.86020918,-83.11483588,27195.58518
53,WB,2020,R,367,3,41.85299833,-83.108025,34808.04833
54,WB,2020,R,367,4,41.84581456,-83.10057623,45126.01643
55,WB,2020,R,367,5,41.83853417,-83.09363735,6664.378912
56,WB,2020,R,426,1,41.94188304,-83.19689741,237.8289154
57,WB,2020,R,426,2,41.9357123,-83.18817544,5768.503358
58,WB,2020,R,426,3,41.92946852,-83.17946567,16951.63701
59,WB,2020,R,426,4,41.92311219,-83.17100204,19597.21278
60,WB,2020,R,426,5,41.91667706,-83.16259605,33072.09845
61,WB,2021,R,132,1,41.55492722,-82.70562361,19996.99351
62,WB,2021,R,132,2,41.56205808,-82.71283455,18940.15474
63,WB,2021,R,132,3,41.5693105,-82.71994322,12881.53743
64,WB,2021,R,132,4,41.57647903,-82.72710646,21258.9391
65,WB,2021,R,132,5,41.58362437,-82.73432625,30416.45356
66,WB,2021,R,134,1,41.54740113,-82.56697239,6731.829873
67,WB,2021,R,134,2,41.55319098,-82.57596164,10369.31577
68,WB,2021,R,134,3,41.55907768,-82.58499539,13362.76967
69,WB,2021,R,134,4,41.56507725,-82.59391128,11003.5759
70,WB,2021,R,134,5,41.57078784,-82.60305834,11615.33299
71,WB,2021,R,190,1,41.62357656,-82.86910211,20707.09822
72,WB,2021,R,190,2,41.62196994,-82.85727104,20619.33532
73,WB,2021,R,190,3,41.62047927,-82.84555131,16950.6995
74,WB,2021,R,190,4,41.61925385,-82.83365441,18288.02761
75,WB,2021,R,190,5,41.61780741,-82.82188927,40265.72492
76,WB,2021,R,193,1,41.62149019,-82.62156279,15320.30888
77,WB,2021,R,193,2,41.6161945,-82.61188926,33832.76796
78,WB,2021,R,193,3,41.6106905,-82.60255046,21162.70587
79,WB,2021,R,193,4,41.60543973,-82.59307091,13549.5255
80,WB,2021,R,193,5,41.60005892,-82.58346598,13848.78342
81,WB,2021,R,246,1,41.71162964,-83.20262431,17806.53337
82,WB,2021,R,246,2,41.71545414,-83.19174923,15826.37327
83,WB,2021,R,246,3,41.7197728,-83.18123909,12713.66797
84,WB,2021,R,246,4,41.72416995,-83.17078755,18079.16995
85,WB,2021,R,246,5,41.7285749,-83.16038737,19571.93613
86,WB,2021,R,248,1,41.71145927,-83.03486744,12806.18488
87,WB,2021,R,248,2,41.71716792,-83.02568136,16078.36433
88,WB,2021,R,248,3,41.72295474,-83.01658468,16420.70016
89,WB,2021,R,248,4,41.72882014,-83.00749921,18450.4705
90,WB,2021,R,248,5,41.73478909,-82.99854425,16112.561
91,WB,2021,R,305,1,41.79493247,-83.28361213,12995.27889
92,WB,2021,R,305,2,41.79892907,-83.27286314,4371.705092
93,WB,2021,R,305,3,41.80311334,-83.26224229,13548.32286
94,WB,2021,R,305,4,41.80770525,-83.25195187,10055.17423
95,WB,2021,R,305,5,41.81226712,-83.24151249,17060.66256
96,WB,2021,R,307,1,41.79516784,-83.11799562,16510.35371
97,WB,2021,R,307,2,41.80003983,-83.10790514,15449.5441
98,WB,2021,R,307,3,41.80491167,-83.09779333,16646.87
99,WB,2021,R,307,4,41.81014213,-83.08803804,16127.84751
100,WB,2021,R,307,5,41.81566546,-83.07863251,10264.04149
101,WB,2021,R,309,1,41.79545399,-82.95112357,35296.18846
102,WB,2021,R,309,2,41.80109378,-82.94188324,31871.16249
103,WB,2021,R,309,3,41.80681596,-82.93290323,32710.87424
104,WB,2021,R,309,4,41.8122997,-82.92349121,22617.65256
105,WB,2021,R,309,5,41.81798637,-82.91447954,27069.13224
106,WB,2021,R,310,1,41.79350603,-82.86739525,35498.44862
107,WB,2021,R,310,2,41.797759,-82.85690885,24710.9104
108,WB,2021,R,310,3,41.80146859,-82.84597493,22485.71894
109,WB,2021,R,310,4,41.80559995,-82.83535846,19592.01116
110,WB,2021,R,310,5,41.81010246,-82.8250416,18207.87979
111,WB,2021,R,366,1,41.87869833,-83.20071119,36744.91646
112,WB,2021,R,366,2,41.88375151,-83.19078641,25266.03038
113,WB,2021,R,366,3,41.8889376,-83.18091315,30642.12426
114,WB,2021,R,366,4,41.89423724,-83.17120552,25983.68668
115,WB,2021,R,366,5,41.89959926,-83.16153311,26142.63607
116,WB,2021,R,369,1,41.87727851,-82.95230436,14285.16387
117,WB,2021,R,369,2,41.88088791,-82.94139045,12824.35872
118,WB,2021,R,369,3,41.88445374,-82.9303068,12179.05226
119,WB,2021,R,369,4,41.88788362,-82.91926561,27459.80294
120,WB,2021,R,369,5,41.89126668,-82.9081093,24760.12021
121,WB,2021,R,371,1,41.87473159,-82.78447799,9351.549555
122,WB,2021,R,371,2,41.87482675,-82.77247437,10040.69687
123,WB,2021,R,371,3,41.87497807,-82.76051521,11900.65247
124,WB,2021,R,371,4,41.874923,-82.74842102,17447.03585
125,WB,2021,R,371,5,41.87508402,-82.73647535,29841.73131
126,WB,2021,R,374,1,41.8760852,-82.5544152,82850.24114
127,WB,2021,R,374,2,41.87850094,-82.565986,56382.81731
128,WB,2021,R,374,3,41.88112595,-82.57745715,47868.29585
129,WB,2021,R,374,4,41.88366435,-82.58893833,62636.20905
130,WB,2021,R,374,5,41.88643379,-82.60038311,54819.78345
131,WB,2021,R,427,1,41.9537297,-83.12974489,38167.15434
132,WB,2021,R,427,2,41.94716215,-83.13801247,23370.125
133,WB,2021,R,427,3,41.94071108,-83.14552467,24334.65394
134,WB,2021,R,427,4,41.93379943,-83.15400683,19123.61788
135,WB,2021,R,427,5,41.92711971,-83.16209668,17721.54582
136,WB,2021,R,428,1,-83.04167,41.95833,17278.72891
137,WB,2021,R,428,2,-83.04167,41.95833,17990.50638
138,WB,2021,R,428,3,-83.04167,41.95833,22567.24019
139,WB,2021,R,428,4,-83.04167,41.95833,17397.56695
140,WB,2021,R,428,5,-83.04167,41.95833,12215.99375
141,WB,2021,R,433,1,41.95765446,-82.61800391,21889.12023
142,WB,2021,R,433,2,41.95707692,-82.60608189,21783.56799
143,WB,2021,R,433,3,41.95635733,-82.5941175,20336.41298
144,WB,2021,R,433,4,41.9558557,-82.58216278,28865.48458
145,WB,2021,R,433,5,41.95514074,-82.57021687,33570.56091
146,WB,2021,R,492,1,42.01116248,-82.70958429,74639.2892
147,WB,2021,R,492,2,42.00719231,-82.72042669,59836.60534
148,WB,2021,R,492,3,42.00290098,-82.73094304,60186.68132
149,WB,2021,R,492,4,41.99870756,-82.74162274,66179.29439
150,WB,2021,R,492,5,41.99440848,-82.75218836,61095.88605
