year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,strata,DISCHARGE,AREA,PERIMETER
2013,OH,8,8.2,21.4,22.8,2.4,6.9,NA,0,0,0,0,1150,4207,5356,1,Detroit R.,1066406006,353171.391
2017,OH,931,9.5,23.7,23.7,2.4,8.6,NA,0,0,0,4,141,5233,5378,1,Detroit R.,1066406006,353171.391
2017,OH,918,9.2,23.4,23.5,1.8,9.3,NA,0,0,0,4,394,5070,5468,1,Detroit R.,1066406006,353171.391
2010,OH,911,8.2,23.8,23.8,1.8,6.2,NA,0,29,6,0,637,4954,5626,1,Detroit R.,1066406006,353171.391
2010,OH,918,8.8,24.2,24.3,1.8,5.8,NA,5,44,414,0,206,5092,5761,1,Detroit R.,1066406006,353171.391
2006,ON,20,9,24.3,24.4,2.7,7.6,NA,0,4,54,31,2708,3012,5808,1,Detroit R.,1066406006,353171.391
2014,OH,911,8.5,21.8,22.9,3.1,8.7,NA,0,0,0,0,66,5866,5932,1,Detroit R.,1066406006,353171.391
2016,OH,931,9.5,25.1,25.2,2.7,8.1,NA,0,0,0,0,4,5962,5966,1,Detroit R.,1066406006,353171.391
2009,ON,20,8.5,22.8,25,2.3,3.2,NA,0,24,16,199,3685,2183,6107,1,Detroit R.,1066406006,353171.391
2014,ON,21,9,21.7,21.8,1.5,7.1,7.4,0,0,0,7,471,5719,6198,1,Detroit R.,1066406006,353171.391
2012,ON,20,8.5,23.2,23.5,2.3,8.1,9,0,40,20,3956,474,1713,6203,1,Detroit R.,1066406006,353171.391
2017,ON,20,8.9,23.6,24.2,2.5,7.2,7.8,0,207,0,0,20,5976,6203,1,Detroit R.,1066406006,353171.391
2017,OH,896,7.9,23.8,23.8,2.4,8.9,NA,0,0,0,4,106,6217,6326,1,Detroit R.,1066406006,353171.391
2013,OH,911,8.5,21.7,23.4,1.8,7.7,NA,4,0,0,0,326,6238,6567,1,Detroit R.,1066406006,353171.391
2006,OH,905,8.5,23.7,23.9,1.5,7.7,NA,0,9,30,1848,420,4529,6837,1,Detroit R.,1066406006,353171.391
2006,ON,21,9.1,24.2,24.3,3.1,7.8,NA,0,37,0,91,2453,4439,7020,1,Detroit R.,1066406006,353171.391
2006,OH,886,6.7,23.9,24.6,1.8,6.7,NA,0,0,0,478,175,6593,7246,1,Detroit R.,1066406006,353171.391
2018,ON,11,9.3,24.5,25.6,2,6.5,7.6,0,0,0,28,4146,3404,7578,1,Detroit R.,1066406006,353171.391
2018,OH,918,9.2,23.9,23.9,2.7,8,NA,0,9,0,8,146,7797,7960,1,Detroit R.,1066406006,353171.391
2009,ON,10,6.1,23.3,24.3,2.3,7.5,NA,0,0,63,4,7225,749,8041,1,Detroit R.,1066406006,353171.391
2012,ON,31,10.7,23.5,24,2.7,8.3,7.4,4,864,89,263,274,7043,8538,1,Detroit R.,1066406006,353171.391
2010,OH,905,8.5,24,24.2,1.8,5.8,NA,0,43,27,0,497,8009,8575,1,Detroit R.,1066406006,353171.391
2011,OH,896,7.6,24.2,24.5,2.4,8.2,NA,0,0,32,4,5517,3065,8618,1,Detroit R.,1066406006,353171.391
2006,OH,911,8.5,23.6,24.1,1.8,7.9,NA,0,0,813,3680,992,3374,8860,1,Detroit R.,1066406006,353171.391
2007,OH,918,8.5,22.4,23.2,1.8,6.3,NA,0,10,0,523,722,7985,9240,1,Detroit R.,1066406006,353171.391
2014,ON,11,8.5,22.4,22.5,1.1,10.3,10.6,0,72,88,8,1263,7916,9346,1,Detroit R.,1066406006,353171.391
2012,OH,931,9.2,23.3,23.4,1.8,7.2,NA,0,181,0,0,226,9098,9505,1,Detroit R.,1066406006,353171.391
2018,ON,6,7.7,25.3,25.7,NA,9.1,9.2,0,4,0,0,8121,1549,9673,1,Detroit R.,1066406006,353171.391
2007,OH,931,9.5,23.3,23.5,1.8,7.9,NA,0,51,0,147,1735,11157,13089,1,Detroit R.,1066406006,353171.391
2007,ON,31,11,23,23.1,1.6,8.1,NA,4,769,1789,44,108,10605,13318,1,Detroit R.,1066406006,353171.391
2009,OH,931,9.2,24.6,24.8,3.1,7,NA,0,12171,288,0,3,2043,14504,1,Detroit R.,1066406006,353171.391
2011,ON,9,6,23.7,24.7,1.2,10.7,NA,0,257,0,8,734,18139,19138,1,Detroit R.,1066406006,353171.391
2008,ON,21,8.9,22.8,22.9,2.8,8.5,NA,0,0,7,4,7,20322,20340,1,Detroit R.,1066406006,353171.391
2011,ON,57,9,19.3,24.2,3.5,3.1,NA,0,4,0,0,0,0,4,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,92,10.3,17.4,24.6,1.7,5.6,6.1,0,0,0,0,7,4,11,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,99,4.2,22.7,23.7,2,7.1,NA,0,0,0,8,0,4,12,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,75,10.5,18.2,24.4,3,3.2,7.2,0,0,0,0,8,12,20,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,91,8.6,22.7,23.2,2.1,8.8,8.9,0,4,0,0,4,20,28,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,91,8,22.4,25.5,1.6,9,NA,0,0,0,0,0,41,41,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,91,9,23.3,24.6,1.8,6.6,NA,0,0,28,0,0,20,48,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,92,10.7,16.9,24.8,2,4.1,3.7,0,11,0,0,4,37,52,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,82,7.8,23.7,23.7,0.3,7.6,NA,0,8,15,12,8,19,61,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,42,10.8,23.1,23.5,2.5,6.5,NA,0,0,7,0,4,59,70,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,66,10.6,21.3,23.7,2.9,4.8,4.1,0,0,0,0,50,25,75,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,42,10.8,25.9,26.3,0.8,8,8,0,0,0,11,0,70,82,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,75,10.5,22.5,22.5,2.3,8.3,8.9,0,19,0,0,23,42,85,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,91,8.5,21.1,24.7,1.6,5.3,NA,0,4,0,27,27,35,92,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,67,10.7,22.4,22.7,3.9,7.2,NA,0,0,0,0,21,74,95,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,66,10.6,18.7,23.8,2.6,4.7,NA,0,4,79,0,0,25,108,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,59,11.4,23.7,24,1.4,6.6,NA,0,45,26,0,0,56,126,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,67,11,22,24.1,2.3,6.1,NA,0,38,0,0,0,92,131,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,82,7.8,21.4,24.3,1.4,3.3,NA,0,0,0,0,0,143,143,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,66,10.7,22.5,22.5,2.3,8.5,8.1,0,0,0,0,28,131,159,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,66,10.1,19.9,24.9,1.5,2.1,NA,0,0,38,0,0,135,173,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,75,10.4,19.7,23.9,2,3.3,NA,0,0,0,0,11,179,190,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,92,10.6,15.7,23.6,1.2,3.5,5.3,0,0,0,0,170,24,194,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,75,11.1,23,23.1,1.9,8.4,8.4,0,30,0,0,7,171,208,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,42,11,23.9,24.6,1.6,9.9,NA,0,7,93,26,4,89,219,2,Pidgeon Bay,290988370.2,91099.594
2011,ON,92,10.2,15.7,23.6,0.8,6.7,NA,0,0,0,4,4,211,219,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,99,10,24.8,24.5,1.5,9,NA,0,0,7,4,136,93,240,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,91,9,22.8,23.2,2.5,8.2,9,0,0,0,0,52,199,251,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,75,10,22.3,22.4,3.5,7.1,NA,0,0,66,0,25,178,269,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,42,10.8,23.5,23.5,2.1,8.7,8.6,0,11,0,18,7,247,283,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,67,11.1,19.4,23.7,2.5,2.8,3.3,0,0,0,0,199,88,287,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,42,10.8,22.4,23.3,3.6,7,NA,0,0,16,0,48,279,343,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,91,8.7,20.8,24.2,2.4,5.7,6.2,0,0,0,0,64,303,367,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,67,11.7,23,23,2.3,8.4,8.4,0,4,0,0,28,363,394,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,56,9.7,23,23,2,8.3,8.3,0,0,0,9,26,370,404,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,91,8.9,26.4,27.2,2.6,7.9,8,0,305,0,4,22,97,427,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,92,10.5,23.6,24.8,2.7,8.2,8.7,0,7,0,0,15,408,430,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,99,4.7,24.1,24.4,1.3,9.3,10,0,362,4,0,4,140,509,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,92,10.7,24.1,24.2,2,7.1,NA,0,44,68,0,303,108,522,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,91,9.1,17.8,24.5,2,2.7,4.2,0,0,0,39,215,283,538,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,66,10.8,24.7,24.7,1.5,7.4,NA,0,8,120,16,44,370,558,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,66,10.3,22.5,22.6,3.7,7.7,NA,0,7,401,0,11,167,586,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,49,9,24.1,24.5,1.3,5.4,NA,0,24,159,8,4,398,594,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,99,10,17.8,23.4,2.4,4.5,NA,0,0,0,0,82,516,597,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,66,11.5,23,23,2.2,8.4,8.3,0,4,0,4,21,571,600,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,92,10.4,21.9,24,2.5,7.5,7.7,7,11,0,0,111,556,685,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,82,8.5,22.1,23.4,2.6,7.9,7.1,0,103,0,29,152,445,728,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,99,4.7,21.1,21.6,2,7.7,NA,0,0,8,0,0,728,736,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,65,7.9,22.8,22.6,1.8,7.8,8.1,0,40,4,0,0,729,773,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,99,9.5,25.4,25.5,NA,8.5,NA,0,11,18,0,4,749,782,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,92,10.3,22.7,22.7,2.3,7.6,NA,0,0,457,0,146,188,791,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,65,9.6,23,23,1.9,8.4,8.4,0,12,0,96,171,534,813,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,82,8.5,24.9,24.8,1.3,8.3,8.3,0,0,0,22,11,817,850,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,91,8.6,25.6,25.6,1,8.2,NA,0,17,0,0,0,871,888,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,42,10.8,24.7,24.7,1.4,6.8,NA,0,12,4,8,66,803,894,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,56,9,21.8,23.4,2.7,7.4,8,18,11,82,32,61,696,900,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,75,10.5,22.6,24.7,2.1,5.5,9.5,0,211,16,0,247,458,932,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,91,8.5,24.3,24.3,1.7,9.1,8.4,0,0,0,0,36,908,944,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,75,10,23.1,25.2,1.6,6.4,NA,0,708,4,0,0,252,964,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,65,7.7,23.9,24.1,1.5,7.9,8,0,545,48,0,11,401,1005,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,82,8.5,22.9,22.8,1.7,8.5,NA,0,0,4,54,124,832,1014,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,57,9.1,25.4,25.4,1.5,8.7,8.6,0,0,15,197,70,771,1053,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,82,9.5,23.2,25,NA,5.5,6.5,0,187,0,4,52,829,1072,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,42,11.6,22.9,23,2.5,8.4,8.3,0,4,0,0,112,1071,1187,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,99,10.4,23.1,23.1,2.6,6,8.6,0,0,0,29,610,556,1194,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,91,8.2,21.4,21.8,2.1,7.6,NA,0,28,33,14,108,1090,1272,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,65,8.3,23.6,23.6,2,8.4,8.4,0,4,0,7,75,1205,1291,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,82,8.6,22.8,22.8,1.9,9.3,9.6,0,22,262,4,34,990,1312,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,75,10.3,22.9,22.9,1.8,8.8,8.6,0,44,52,0,4,1235,1335,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,67,10.9,22.9,22.9,1.6,8.3,8.2,0,0,8,0,25,1336,1369,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,66,10.7,23.6,23.6,2.3,8.2,8.2,0,8,0,0,58,1368,1433,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,65,7.3,24.7,24.9,1.7,6.5,NA,0,32,163,315,4,964,1478,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,99,4.8,23,23.2,1.9,9.1,9,0,18,4,0,4,1474,1499,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,65,8,22.5,23.1,3.4,7.3,NA,0,0,1446,4,36,96,1582,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,67,10.9,24.5,24.5,1.4,8,NA,0,0,4,0,4,1601,1609,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,42,10.7,24.2,24.2,1.7,8.3,8.6,0,272,0,57,44,1301,1674,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,75,10.2,24.4,26.5,1.7,9.1,9.3,0,52,0,14,21,1756,1842,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,65,8.3,22.6,22.7,1.8,8.2,8.6,4,0,0,119,234,1621,1978,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,67,10.9,24.6,24.7,1.5,8.1,NA,0,0,4,12,68,1936,2020,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,82,8.9,24.4,24.6,1.9,8.6,8.7,0,1804,21,4,12,310,2151,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,49,9.1,24.4,24.4,1.6,8,NA,0,15,42,146,196,1790,2190,2,Pidgeon Bay,290988370.2,91099.594
2008,ON,57,8.8,22.9,23,2.5,8,NA,0,0,351,118,72,1764,2305,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,82,8,20,26.1,1.2,7.7,NA,0,20,374,80,1514,323,2311,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,82,8.9,19.6,23.8,1.2,4.1,4.3,0,7,0,11,100,2196,2314,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,49,9.3,23.5,24.1,3.1,8.1,8.2,0,4,0,123,327,1900,2354,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,91,9,23.2,23.7,2,7.3,NA,0,22,119,11,11,2385,2548,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,65,8.1,25.8,22.8,1.3,8.2,8.2,0,4,0,19,92,2605,2720,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,67,10.7,24.2,24.2,1.8,8.3,8.3,0,70,0,45,56,2552,2722,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,66,10.3,26,26,1.8,8.3,8.3,0,165,0,161,79,2409,2815,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,99,5.2,23.8,25,2,9.3,9.8,4,1521,0,15,0,1424,2963,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,67,11.1,23.6,23.7,0.7,8,8.2,0,104,0,33,89,2752,2978,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,92,10,23.6,24.4,1.9,8.3,8,4,936,258,47,36,1703,2983,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,67,10.8,26,26.1,1.6,8.4,8.3,0,72,0,29,65,2901,3065,2,Pidgeon Bay,290988370.2,91099.594
2016,ON,99,5.4,27.2,27.3,1.6,10.4,10.8,0,0,0,18,7,3098,3123,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,66,10.5,22.8,22.9,1.9,8.3,8.2,0,0,126,0,26,2989,3142,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,66,10.4,24.2,24.2,1.8,8.4,8.3,0,131,77,19,92,2835,3154,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,19,7.5,24.5,24.5,1.3,6.7,NA,0,81,511,63,63,2671,3388,2,Pidgeon Bay,290988370.2,91099.594
2010,ON,42,10.6,23.7,26,1.5,3.1,NA,0,80,708,0,0,2602,3390,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,42,10.7,22.5,22.6,1.8,10.7,10.9,0,23,910,4,184,2666,3788,2,Pidgeon Bay,290988370.2,91099.594
2019,ON,99,7.8,24,24,1.8,8.6,8.8,0,0,0,0,0,3824,3824,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,92,10.4,22.1,22.7,1.7,9.5,9.9,0,12,327,0,370,3123,3832,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,99,6.1,23.7,24.2,2.3,11.5,11.3,0,3761,0,0,49,97,3907,2,Pidgeon Bay,290988370.2,91099.594
2014,ON,49,8.9,22.2,22.2,1.6,10.1,9.7,0,31,21,21,66,4094,4233,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,75,10.6,24.9,25.2,2,6.5,6.9,0,27,0,3,0,4477,4507,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,99,6.2,24.6,25.8,2.5,6.9,8,0,33,0,0,7,4955,4996,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,75,10.1,24.4,24.9,1.9,8.2,8,0,857,3,13,50,4192,5116,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,42,11,24.9,24.9,2,8,NA,0,38,569,54,165,4337,5163,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,65,7.5,24.7,24.7,1.3,8,NA,0,885,25,695,33,3885,5523,2,Pidgeon Bay,290988370.2,91099.594
2013,ON,67,11.1,22.6,22.5,2,7.8,8.2,0,15,8,4,188,5343,5559,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,82,8,23.8,23.9,1.5,9,NA,0,2155,430,8,8,2992,5593,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,91,8.1,24.3,24.3,1.2,8.8,7.6,0,296,31,8,12,5585,5931,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,66,10,25,25,1.8,8.1,NA,0,45,19,63,178,5894,6198,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,42,11.1,23.5,23.9,2.2,8.7,8,0,18,0,154,29,6145,6346,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,59,11.6,24.8,25.4,2.5,6.7,6.7,0,212,0,0,620,6518,7350,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,75,10.1,24.9,24.9,1.8,7.9,NA,0,149,17,0,8,7562,7736,2,Pidgeon Bay,290988370.2,91099.594
2015,ON,56,8.9,23.5,24.6,1.9,7.6,8.1,4,240,0,11,11,7698,7963,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,92,10,23.4,23.4,1.8,8.8,NA,0,818,711,4,223,6361,8117,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,56,9.2,24.7,24.7,1.5,8.1,8.1,0,0,0,116,777,7932,8824,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,49,9,23.4,23.5,2,7.6,7.7,0,666,160,66,163,8053,9108,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,67,10.7,25.1,25.1,2,8.1,NA,0,43,13,26,108,9448,9637,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,67,11.3,24.9,25.4,3,6.8,7.1,0,4,0,4,1317,8968,10292,2,Pidgeon Bay,290988370.2,91099.594
2006,ON,56,7.6,24.5,24.9,1.5,7,NA,4,5953,100,96,15,4410,10578,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,83,9.4,25,25,1.5,8.3,8.1,0,0,364,0,90,10860,11315,2,Pidgeon Bay,290988370.2,91099.594
2017,ON,65,8.1,23.5,24.1,1.5,8,8.1,4,1625,100,68,219,13589,15604,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,99,4.5,24.8,25.2,1.6,9,NA,0,394,40,0,0,16019,16453,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,66,10.8,24.9,25.3,2.5,6.5,6.7,0,232,0,3,1107,15617,16960,2,Pidgeon Bay,290988370.2,91099.594
2007,ON,49,8.7,22.9,22.9,2,8.1,NA,0,711,31,342,65,16134,17283,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,65,8.1,24.8,25.2,1.5,5.4,6,0,43,11,72,896,16615,17636,2,Pidgeon Bay,290988370.2,91099.594
2009,ON,65,7.9,23,23.1,1.5,6.6,NA,0,5176,5910,108,221,7706,19121,2,Pidgeon Bay,290988370.2,91099.594
2018,ON,42,11.1,24.8,25.8,2.5,7.4,5.9,0,136,0,25,1563,19461,21186,2,Pidgeon Bay,290988370.2,91099.594
2012,ON,19,8,23.5,23.9,1.4,8,7.5,0,2209,11206,0,61,26299,39775,2,Pidgeon Bay,290988370.2,91099.594
2011,OH,888,7,24.3,25.4,1.2,8.1,NA,0,0,0,0,23,161,184,4,Maumee R.,915615454.3,336325.905
2008,OH,874,4.6,22.9,25,0.3,8,NA,0,0,6,27,9,186,228,4,Maumee R.,915615454.3,336325.905
2006,OH,874,4.9,23.8,25.8,0.6,5,NA,0,0,0,0,216,53,269,4,Maumee R.,915615454.3,336325.905
2009,OH,873,5.8,24.9,25.8,2.1,5.9,NA,0,0,0,0,125,146,271,4,Maumee R.,915615454.3,336325.905
2008,OH,890,5.5,22.8,24.9,0.6,9.3,NA,0,0,12,20,11,229,271,4,Maumee R.,915615454.3,336325.905
2012,OH,874,4.5,22.6,23.5,1.5,4.7,NA,0,128,37,0,12,97,275,4,Maumee R.,915615454.3,336325.905
2010,OH,943,7.3,25.7,25.9,0.9,7.5,NA,0,0,54,0,8,267,328,4,Maumee R.,915615454.3,336325.905
2008,OH,873,6.7,22.9,23.7,0.4,7,NA,0,33,35,75,110,117,370,4,Maumee R.,915615454.3,336325.905
2009,OH,888,7,24.8,25.8,2.1,6.7,NA,0,0,0,0,189,186,375,4,Maumee R.,915615454.3,336325.905
2013,OH,943,7.6,22.1,24.5,1.2,7.2,NA,0,0,6,0,114,279,399,4,Maumee R.,915615454.3,336325.905
2014,OH,943,7.6,22.2,22.2,0.9,8.9,NA,0,0,0,0,37,372,410,4,Maumee R.,915615454.3,336325.905
2007,OH,873,5.5,23.5,25.2,0.6,4.7,NA,0,18,11,93,52,251,424,4,Maumee R.,915615454.3,336325.905
2015,OH,654,4.6,24.7,24.7,0.9,8.6,NA,0,161,0,16,15,266,457,4,Maumee R.,915615454.3,336325.905
2008,OH,888,6.4,22.9,25.6,0.4,8.5,NA,0,10,37,87,32,405,571,4,Maumee R.,915615454.3,336325.905
2016,OH,874,4.9,24.7,26.3,1.5,7.8,NA,0,20,0,83,18,456,577,4,Maumee R.,915615454.3,336325.905
2015,OH,873,6.1,21.5,21.6,0.9,8.1,NA,0,0,6,0,121,644,771,4,Maumee R.,915615454.3,336325.905
2017,OH,874,5.2,23.7,24.5,3.1,8.9,NA,0,0,0,4,0,832,836,4,Maumee R.,915615454.3,336325.905
2007,OH,874,4.6,23.7,27.3,0.6,5.4,NA,0,35,22,160,96,651,965,4,Maumee R.,915615454.3,336325.905
2019,OH,890,7.4,23.9,26.3,0.6,7.2,NA,0,0,0,7,95,876,979,4,Maumee R.,915615454.3,336325.905
2016,OH,952,7,25.3,25.3,1.2,8,NA,0,0,0,4,11,967,982,4,Maumee R.,915615454.3,336325.905
2019,OH,873,7.8,23.8,26.1,0.9,7.1,NA,0,0,6,0,102,888,996,4,Maumee R.,915615454.3,336325.905
2011,OH,873,5.8,24.1,25.6,0.9,7.9,NA,0,10,13,4,85,974,1087,4,Maumee R.,915615454.3,336325.905
2008,OH,943,7.3,23,23.3,1.5,7.4,NA,0,0,343,0,612,210,1165,4,Maumee R.,915615454.3,336325.905
2018,OH,873,6.1,23.8,24.9,1.8,8.4,NA,0,0,0,4,12,1222,1238,4,Maumee R.,915615454.3,336325.905
