year,Agency,grid,Latitude,Longitude,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total
2008,ON,35,41.9808,-82.8628,7.3,22.9,22.9,3.5,8.1,,0,0,2143,0,390,363,2896
2007,ON,35,41.982,-82.8677,7.3,21.3,22.2,1.8,8.3,,0,60,52,12,12,231,367
2014,ON,35,41.9835,-82.8695,7.3,22.2,22.2,1.7,9.7,9.6,0,0,311,0,4,0,315
2019,ON,10,41.9995,-83.0583,7.3,23.9,24.7,2.2,8.3,8.3,0,0,0,4,131,1279,1414
2010,ON,65,42.0148,-82.6992,7.3,24.7,24.9,1.7,6.5,,0,32,163,315,4,964,1478
2006,OH,972,41.5733,-82.77,7.2,24.1,24.6,1.8,8.8,,0,0,7,0,108,1584,1699
2006,ON,6,41.969,-83.089,7.2,23.5,23.6,1.5,7.8,,0,0,0,478,2661,510,3649
2008,ON,6,41.971,-83.0905,7.1,22.2,22.6,1.9,5.8,,0,0,0,0,375,11,386
2013,OH,888,41.7783,-83.23,7,21.8,26,0.9,4.7,,4,0,0,4,23,21641,21672
2011,OH,996,41.4483,-82.62,7,24,25.8,1.4,7.3,,0,11,7,0,28,712,758
2012,OH,996,41.4483,-82.6217,7,23.5,24.1,0.9,4.7,,0,765,273,0,94,13473,14605
2015,OH,989,41.473,-82.6512,7,23.8,24.1,1.2,6.4,,0,0,0,0,412,317,729
2018,OH,989,41.473,-82.6516,7,23.5,23.4,0.7,8.5,,0,55,0,0,16,1692,1763
2007,OH,952,41.6017,-82.8983,7,23.4,25.2,0.9,7.9,,0,0,1829,0,199,4526,6554
2009,OH,952,41.6017,-82.8983,7,23.4,24.2,0.9,8.2,,0,0,0,0,76,5722,5798
2013,OH,952,41.6017,-82.9,7,22.1,24.9,1.5,7.9,,0,0,12,0,186,6436,6634
2015,OH,952,41.6023,-82.9013,7,24.7,24.8,0.9,7.9,,0,123,0,24,268,1108,1524
2014,OH,952,41.6023,-82.9013,7,22.2,22.2,1.2,9.1,,0,49,0,4,50,4440,4543
2016,OH,952,41.6031,-82.8984,7,25.3,25.3,1.2,8,,0,0,0,4,11,967,982
2011,OH,952,41.6033,-82.8983,7,24.1,25.6,1.2,7.2,,0,0,217,0,54,2263,2534
2009,OH,888,41.7783,-83.2317,7,24.8,25.8,2.1,6.7,,0,0,0,0,189,186,375
2014,OH,888,41.779,-83.228,7,22.4,22.7,1.8,9,,0,216,0,0,71,4665,4951
2011,OH,888,41.78,-83.23,7,24.3,25.4,1.2,8.1,,0,0,0,0,23,161,184
2016,OH,888,41.7805,-83.2303,7,25.1,27.1,1.2,7.4,,0,0,0,8,151,1608,1767
2009,OH,898,41.8133,-83.1883,7,24.5,25.4,2.1,4,,0,20,1730,0,83,1961,3793
2014,OH,898,41.815,-83.1877,7,22.2,22.8,3.1,8.5,,0,0,0,0,293,448,741
2013,OH,898,41.815,-83.1917,7,21.8,25.5,1.2,4.5,,0,9,0,0,52,2033,2094
2012,OH,898,41.815,-83.1917,7,23,23.2,2.7,5.6,,0,0,0,0,79,636,715
2016,OH,898,41.8162,-83.1907,7,25,26.4,1.2,7.9,,0,0,0,24,222,1003,1249
2006,OH,898,41.8167,-83.1867,7,24.1,25.2,2.4,7.4,,0,0,6,276,123,896,1302
2007,OH,898,41.8167,-83.1867,7,22.9,24.2,1.5,6.6,,0,0,24,16,408,36,484
2011,OH,898,41.8167,-83.19,7,24.2,24.9,1.5,8.1,,0,0,0,0,31,898,929
2017,OH,879,41.8265,-83.2668,7,23.6,23.7,1.5,9,,0,0,6,4,162,4201,4373
2018,OH,879,41.827,-83.2664,7,24.1,24.6,1.5,7.9,,0,0,0,0,28,1667,1695
2015,OH,879,41.8277,-83.2667,7,21.7,21.8,1.2,7.4,,0,20,0,0,34,1581,1634
2008,OH,879,41.83,-83.2667,7,23.1,24.9,0.4,9.2,,0,0,127,8,10,1243,1388
2009,OH,886,41.8533,-83.23,7,24.8,25.2,2.1,5.8,,0,1158,118,0,137,182,1594
2016,OH,886,41.8542,-83.2296,7,25,26.5,1.2,7.8,,0,0,0,36,28,754,818
2017,OH,989,41.4713,-82.6492,6.7,21.9,21.9,1.5,4.3,,4,106,0,0,7,1368,1485
2013,OH,886,41.8533,-83.23,6.7,21.7,25,0.9,3.4,,4,0,0,0,417,600,1021
2014,OH,989,41.473,-82.6512,6.7,22.5,23.1,1.5,8.6,,0,883,186,0,128,4690,5887
2016,OH,989,41.4731,-82.6506,6.7,23,23.8,1.8,6.3,,0,108,0,0,0,390,497
2009,OH,989,41.4733,-82.65,6.7,22.6,24,2.4,5.1,,0,0,92,0,68,8314,8475
2010,OH,952,41.6017,-82.5967,6.7,25.6,26.2,0.9,7.8,,0,47,0,4,75,3661,3787
2006,OH,952,41.6017,-82.8983,6.7,24.2,25.1,1.5,7.3,,0,51,6,43,504,2399,3003
2012,OH,952,41.6017,-82.9,6.7,23.2,24,1.8,5.6,,0,383,714,0,215,5509,6820
2008,OH,873,41.77,-83.3,6.7,22.9,23.7,0.4,7,,0,33,35,75,110,117,370
2010,OH,888,41.7767,-83.2283,6.7,24.6,25.1,1.2,5.7,,0,133,0,17,71,2446,2666
2012,OH,888,41.7783,-83.23,6.7,23,23.7,1.5,4.9,,0,198,0,0,11,1205,1415
2006,OH,888,41.78,-83.2283,6.7,24.1,26.7,0.9,6.7,,0,47,382,712,83,3400,4625
2007,OH,888,41.78,-83.2283,6.7,23.1,26.2,0.6,5.3,,0,20,37,216,659,1804,2736
2010,OH,898,41.815,-83.1867,6.7,24.6,24.8,1.2,5.1,,0,22,28,23,50,1051,1175
2008,OH,898,41.8167,-83.1867,6.7,24.1,24.6,1.3,9.1,,0,0,0,229,214,1170,1613
2009,OH,879,41.8267,-83.27,6.7,24.9,25.5,2.1,6.2,,0,292,0,0,99,232,622
2013,OH,879,41.8267,-83.27,6.7,21.6,25.1,0.9,2.7,,0,0,0,0,15,148,163
2014,OH,879,41.8277,-83.2667,6.7,22.4,22.8,2.4,9,,0,0,0,0,17,17,33
2011,OH,879,41.8283,-83.2683,6.7,24.3,25.3,1.2,8.2,,0,0,0,0,89,604,693
2016,OH,879,41.8285,-83.2682,6.7,25,27,0.9,7.1,,0,9,0,56,104,2803,2972
2010,OH,886,41.8517,-83.2283,6.7,24.1,24.4,2.1,6.2,,0,11,0,0,70,180,261
2014,OH,886,41.8533,-83.2275,6.7,22.3,22.7,3.4,8.2,,0,57,0,0,95,200,351
2012,OH,886,41.8533,-83.23,6.7,22.7,23.2,4.6,5.3,,0,0,56,0,212,160,428
2011,OH,886,41.855,-83.2283,6.7,24.3,25.1,1.2,8,,0,0,13,0,146,149,309
2006,OH,886,41.855,-83.2283,6.7,23.9,24.6,1.8,6.7,,0,0,0,478,175,6593,7246
2007,OH,886,41.855,-83.2283,6.7,23.1,24.4,1.5,6.1,,0,0,0,151,145,24,320
2018,ON,10,41.9992,-83.058,6.7,24.8,25.7,2,7.8,6,0,7,0,0,33,78,119
2013,ON,10,41.9982,-83.0567,6.6,22,22.1,2.6,9,8.9,0,0,125,143,179,1448,1897
2017,ON,9,42.0012,-83.0603,6.6,23.7,24.3,1.9,9.3,9.5,0,0,12,4,4,4,23
2013,OH,989,41.4733,-82.6517,6.4,22.1,23.1,0.9,5.1,,64,538,341,4,239,3780,4966
2011,OH,989,41.4717,-82.6517,6.4,23.9,25.6,1.2,7.7,,0,133,7,0,5,412,557
2010,OH,989,41.4733,-82.65,6.4,23.6,25.4,2.1,2.3,,0,82,77,0,60,19339,19559
2012,OH,989,41.4733,-82.6517,6.4,23.4,23.5,1.2,5.9,,0,2247,496,54,102,19165,22064
2008,OH,989,41.475,-82.6517,6.4,23.7,23.7,1.2,10.3,,0,49,0,17,173,1478,1717
2018,OH,972,41.5716,-82.7692,6.4,23.6,24.1,1.5,7.1,,0,0,0,0,0,1301,1301
2019,OH,874,41.7423,-83.309,6.4,23.8,26.4,0.6,7.2,,0,0,0,26,131,1742,1899
2008,OH,888,41.78,-83.2283,6.4,22.9,25.6,0.4,8.5,,0,10,37,87,32,405,571
2010,OH,879,41.8267,-83.2667,6.4,24.6,25,1.2,5.6,,0,20,13,9,10,1147,1199
2012,OH,879,41.8267,-83.27,6.4,22.8,23.4,1.8,5.4,,0,0,0,0,8,916,924
2006,OH,879,41.83,-83.2667,6.4,24.1,25.1,1.8,7.4,,0,0,0,40,58,364,462
2007,OH,879,41.83,-83.2667,6.4,23.4,24.9,0.8,5.7,,0,9,0,100,402,135,647
2015,ON,10,41.9992,-83.0577,6.4,23.5,23.7,2.1,9.2,9.2,0,0,0,4,12,28,44
2014,ON,10,41.9973,-83.0522,6.3,21.8,21.8,0.9,9.5,9.9,0,4,11,7,11,82,115
2018,ON,99,41.9342,-82.521,6.2,24.6,25.8,2.5,6.9,8,0,33,0,0,7,4955,4996
2016,ON,9,42.0012,-83.0585,6.2,25,25.7,1.9,8.5,8.4,0,0,0,4,33,41,78
2007,OH,989,41.475,-82.6517,6.1,22.9,23.1,1.2,,,4,62,122,30,88,2676,2981
2006,OH,989,41.4733,-82.6517,6.1,24,24.21,1.2,9.1,,0,410,991,8,81,497,1987
2017,OH,972,41.57,-82.7726,6.1,23.8,23.9,1.5,5.6,,0,38,0,0,100,1818,1956
2014,OH,972,41.5702,-82.7725,6.1,22.4,22.6,1.5,9.1,,0,20,0,8,87,2999,3114
2016,OH,972,41.5709,-82.7698,6.1,24.9,24.9,2.1,6.8,,0,0,0,0,17,76,93
2017,OH,890,41.7005,-83.2492,6.1,23.7,24.4,1.5,8.8,,0,19,0,16,46,2977,3058
2018,OH,890,41.7019,-83.2467,6.1,23.7,24.9,1.2,8.4,,0,0,0,19,168,2149,2335
2015,OH,890,41.702,-83.2477,6.1,21,21.1,0.9,8.7,,0,0,0,4,8,1555,1568
2016,OH,873,41.7652,-83.2992,6.1,24.9,26.2,0.9,7.4,,0,69,0,8,108,1741,1926
2017,OH,873,41.7654,-83.3007,6.1,23.7,23.8,2.4,8.3,,0,255,0,0,835,41202,42293
2018,OH,873,41.7676,-83.3005,6.1,23.8,24.9,1.8,8.4,,0,0,0,4,12,1222,1238
2014,OH,873,41.7677,-83.2995,6.1,22.4,22.7,1.2,9,,0,0,72,128,12,3576,3788
2015,OH,873,41.7677,-83.2995,6.1,21.5,21.6,0.9,8.1,,0,0,6,0,121,644,771
2015,ON,99,41.9338,-82.521,6.1,23.7,24.2,2.3,11.5,11.3,0,3761,0,0,49,97,3907
2009,ON,10,41.9997,-83.0582,6.1,23.3,24.3,2.3,7.5,,0,0,63,4,7225,749,8041
2019,OH,954,41.5348,-82.8892,6,24.6,25.1,0.6,8,,0,0,0,54,39,1668,1762
2011,OH,972,41.57,-82.77,6,23.7,23.7,1.2,7.1,,0,0,110,9,4,690,813
2007,ON,10,41.9998,-83.0593,6,24.3,24.5,1.3,8.3,,0,4,0,19,11,67,100
2006,ON,9,42.0002,-83.0593,6,23.9,23.9,1.5,8.3,,0,0,83,137,414,480,1113
2012,ON,9,42.0015,-83.0563,6,23.1,23.8,2.8,8.5,8.3,0,8,12,72,4,339,434
2011,ON,9,42.0018,-83.0558,6,23.7,24.7,1.2,10.7,,0,257,0,8,734,18139,19138
2014,OH,890,41.702,-83.2477,5.9,22.3,22.3,0.6,8.6,,0,0,12,8,519,759,1298
2008,ON,10,41.9995,-83.0572,5.9,22.7,22.8,1.5,8.6,,0,0,0,0,158,530,688
2012,OH,972,41.57,-82.7717,5.8,23.4,25,2.7,5.5,,0,20,12,12,287,1376,1707
2013,OH,972,41.57,-82.7717,5.8,22.4,22.8,1.5,4.7,,0,0,0,0,27,453,480
2007,OH,972,41.5733,-82.77,5.8,23.6,23.9,1.5,,,0,0,206,11,287,171,675
2008,OH,972,41.5733,-82.77,5.8,23.3,23.4,1.7,9.4,,0,0,0,4,264,369,637
2016,OH,890,41.7018,-83.2499,5.8,24.9,26.5,0.9,7.9,,0,0,0,4,17,3798,3820
2009,OH,890,41.7033,-83.2367,5.8,24.7,25.5,1.8,6.3,,0,1483,382,4,123,6571,8563
2011,OH,890,41.7033,-83.2483,5.8,23.9,24.8,0.6,6.9,,0,10,13,0,149,1350,1523
2013,OH,873,41.7667,-83.3033,5.8,22,24.1,0.6,8.4,,0,0,32,0,66,1667,1765
2011,OH,873,41.7667,-83.3183,5.8,24.1,25.6,0.9,7.9,,0,10,13,4,85,974,1087
2009,OH,873,41.77,-83.2917,5.8,24.9,25.8,2.1,5.9,,0,0,0,0,125,146,271
2006,OH,873,41.77,-83.3,5.8,23.7,27,0.9,5.3,,0,0,0,586,63,5133,5782
2012,OH,873,41.7667,-83.3033,5.7,22.6,23.2,1.2,4.8,,0,128,248,0,127,2586,3088
2009,OH,996,41.44,-82.62,5.6,22.6,24.2,2.7,4.2,,0,0,24,0,68,436,528
2010,OH,972,41.57,-82.7717,5.6,24.2,25.6,1.5,5.4,,0,0,0,0,0,119,119
2013,OH,890,41.7017,-83.25,5.6,22,24.8,1.2,7.3,,0,128,300,12,22,974,1435
2010,OH,873,41.765,-83.3,5.5,24.5,24.9,0.9,5.6,,4,96,175,99,156,3195,3724
2009,OH,990,41.4733,-82.6417,5.5,22.7,23.6,1.5,4.8,,0,28,311,0,108,9972,10419
2007,OH,972,41.5633,-82.787,5.5,23.5,23.8,1.4,,,0,28,12,68,257,4291,4656
2010,OH,890,41.7,-83.2433,5.5,24.3,24.9,0.6,6.4,,0,0,7,0,39,1764,1809
2006,OH,890,41.7033,-83.2467,5.5,23.9,27.3,0.9,7.1,,0,0,12,180,0,1398,1590
2008,OH,890,41.7033,-83.2467,5.5,22.8,24.9,0.6,9.3,,0,0,12,20,11,229,271
2007,OH,890,41.7033,-83.2467,5.5,23.9,24.3,0.9,8.3,,0,304,590,1387,452,2840,5573
2007,OH,873,41.77,-83.3,5.5,23.5,25.2,0.6,4.7,,0,18,11,93,52,251,424
2012,OH,890,41.7017,-83.25,5.4,22.4,23.7,1.2,5.2,,0,0,25,4,34,3508,3571
2018,OH,874,41.742,-83.3057,5.4,23.8,25,1.8,8.2,,0,0,0,42,48,1889,1979
2016,ON,99,41.9342,-82.5208,5.4,27.2,27.3,1.6,10.4,10.8,0,0,0,18,7,3098,3123
2010,ON,9,42.001,-83.0577,5.4,24.4,24.6,1.3,8.3,,0,4,0,43,125,1194,1366
2013,OH,990,41.455,-82.6433,5.2,22.2,22.3,0.9,4.4,,27,4318,196,0,50,632,5223
2017,ON,99,41.9343,-82.5207,5.2,23.8,25,2,9.3,9.8,4,1521,0,15,0,1424,2963
2015,OH,990,41.453,-82.642,5.2,23.8,24.3,1.2,6.4,,0,441,0,4,228,949,1623
2018,OH,990,41.4562,-82.6436,5.2,23.5,23.5,1,8.4,,0,64,0,0,4,3230,3298
2017,OH,874,41.7408,-83.3073,5.2,23.7,24.5,3.1,8.9,,0,0,0,4,0,832,836
2015,OH,874,41.7433,-83.31,5.2,21.3,21.3,0.9,8.4,,0,0,0,8,54,1577,1640
2019,OH,990,41.4535,-82.6428,5,24.1,24.1,2.1,5.8,,0,47,0,4,24,1380,1455
2019,OH,972,41.5504,-82.7913,5,24.1,24.7,1.5,7.7,,0,0,0,15,18,2524,2557
2016,OH,990,41.456,-82.6423,4.9,23.1,23.5,1.5,7.2,,0,0,0,0,0,439,439
2017,OH,961,41.5666,-82.8595,4.9,23.3,23.5,1.5,7.2,,0,73,0,42,41,26769,26926
2016,OH,874,41.7425,-83.3098,4.9,24.7,26.3,1.5,7.8,,0,20,0,83,18,456,577
2006,OH,874,41.7433,-83.3067,4.9,23.8,25.8,0.6,5,,0,0,0,0,216,53,269
2011,OH,874,41.7433,-83.3067,4.8,23.8,25,0.6,7.6,,0,643,6,13,56,3317,4036
2014,ON,99,41.9347,-82.5207,4.8,23,23.2,1.9,9.1,9,0,18,4,0,4,1474,1499
2011,OH,990,41.455,-82.6417,4.7,24.1,24.9,1.2,8.9,,0,173,0,0,26,637,837
2010,OH,972,41.5567,-82.7817,4.7,24.4,25.9,1.2,6.2,,0,88,0,96,583,55506,56273
2013,OH,874,41.7433,-83.31,4.7,23.1,25.4,1.2,6.9,,0,501,23,4,12,7090,7629
2008,ON,99,41.9252,-82.517,4.7,21.1,21.6,2,7.7,,0,0,8,0,0,728,736
2012,ON,99,41.928,-82.518,4.7,24.1,24.4,1.3,9.3,10,0,362,4,0,4,140,509
2017,OH,990,41.4548,-82.6426,4.6,21.6,21.7,1.5,3.6,,0,1476,0,0,4,5277,6757
2015,OH,654,41.5343,-82.8917,4.6,24.7,24.7,0.9,8.6,,0,161,0,16,15,266,457
2017,OH,654,41.5347,-82.8917,4.6,23.3,24.2,1.5,6.7,,0,0,0,23,15,1704,1742
2018,OH,954,41.5352,-82.8891,4.6,23.7,24.2,0.9,7.5,,0,36,0,50,4,5292,5383
2011,OH,961,41.5583,-82.8633,4.6,23.9,24.7,0.9,7,,0,5452,94,270,76,7637,13529
2010,OH,874,41.74,-83.3067,4.6,24.2,24.8,0.6,5,,0,69,0,677,64,3958,4768
2009,OH,874,41.7433,-83.3,4.6,24.9,25.6,1.2,5.8,,0,128,0,15,39,1214,1396
2007,OH,874,41.7433,-83.3067,4.6,23.7,27.3,0.6,5.4,,0,35,22,160,96,651,965
2008,OH,874,41.7433,-83.3067,4.6,22.9,25,0.3,8,,0,0,6,27,9,186,228
2019,OH,984,41.489,-82.6764,4.5,24,24.1,2.4,6.3,,0,378,0,4,41,4145,4568
2012,OH,874,41.7433,-83.31,4.5,22.6,23.5,1.5,4.7,,0,128,37,0,12,97,275
2007,ON,99,41.9388,-82.523,4.5,24.8,25.2,1.6,9,,0,394,40,0,0,16019,16453
2019,OH,967,41.5559,-82.7971,4.4,24.2,25.5,1.5,8.1,,0,0,0,149,22,2683,2854
2006,OH,990,41.4583,-82.6467,4.3,23.9,24,1.1,9.1,,0,214,103,4,212,910,1444
2015,OH,984,41.4892,-82.6752,4.3,23.8,23.9,1.2,6.8,,0,38,6,0,136,982,1161
2009,OH,954,41.5333,-82.89,4.3,23.2,24.4,0.9,8.7,,0,5678,18,180,16,24973,30865
2011,OH,954,41.5333,-82.89,4.3,23.6,24.1,0.8,6,,0,287,13,22,13,2555,2891
2013,OH,954,41.5333,-82.8917,4.3,21.9,24.7,1.8,6.7,,0,34624,2653,0,24,1843,39144
2014,OH,654,41.5343,-82.8917,4.3,22.1,22.1,1.5,8.8,,0,274,0,24,12,3539,3849
2016,OH,654,41.5356,-82.8895,4.3,25.1,25.1,1.8,8.1,,0,9,0,436,4,6110,6559
2014,OH,972,41.5513,-82.7893,4.3,22.6,22.7,0.9,9.5,,0,61,0,22,26,894,1003
2006,OH,972,41.5633,-82.787,4.3,23.9,25.4,1.5,9.4,,0,0,0,66,46,2074,2186
2011,ON,99,41.9347,-82.5205,4.2,22.7,23.7,2,7.1,,0,0,0,8,0,4,12
2012,OH,990,41.455,-82.6433,4.1,23.7,23.7,1.2,5.1,,0,2976,7469,80,59,20175,30759
2014,OH,979,41.4802,-82.735,4.1,22.2,22.3,0.6,8.8,,0,7805,6,0,0,4044,11856
2010,OH,954,41.5333,-82.89,4,24.9,26.4,0.6,8.3,,0,0,0,47,70,4214,4331
2012,OH,954,41.5333,-82.8917,4,22.7,24,2.1,5.4,,0,78,211,166,17,10289,10761
2007,OH,954,41.535,-82.89,4,23.4,24.1,0.6,7.8,,0,10,496,199,731,5267,6704
2017,OH,972,41.5521,-82.7922,4,23.9,23.9,1.2,9.5,,0,38,0,4,4,4267,4313
2017,OH,967,41.5575,-82.7975,4,24,24,1.2,9.4,,0,17610,6,4,76,3918,21613
2014,OH,990,41.453,-82.642,3.8,22.8,23.2,1.2,8.6,,0,8162,0,25,25,6206,14418
2019,OH,979,41.4803,-82.7351,3.7,25.2,25.2,0.6,7,,0,337,0,4,35,6960,7336
2017,OH,984,41.4884,-82.6745,3.7,22.2,22.6,1.5,4.8,,0,282,0,0,25,9022,9329
2015,OH,972,41.5513,-82.7893,3.7,23.8,24.2,1.2,6.8,,0,97,0,30,47,3609,3783
2018,OH,972,41.5516,-82.7924,3.7,23.3,24.6,1.2,5.9,,0,711,0,12,81,14780,15583
2012,OH,961,41.5633,-82.8583,3.7,22.6,23.7,1.5,5.4,,0,265,25,83,191,19906,20470
2014,OH,984,41.4892,-82.6752,3.6,22.6,23.2,1.5,8.3,,0,3363,120,8,8,5747,9245
2011,OH,984,41.4933,-82.6783,3.5,24.3,26.4,1.2,9.4,,0,399,182,0,5,445,1032
2016,OH,972,41.552,-82.7918,3.5,25,25.2,0.9,7.8,,0,19,0,28,16,3326,3388
2007,OH,967,41.5567,-82.7983,3.5,23.3,23.9,0.9,,,0,214,71,69,94,4746,5194
2008,OH,984,41.485,-82.6717,3.4,23.2,23.2,1,9,,0,2120,0,4,22,681,2827
2007,OH,984,41.485,-82.6717,3.4,22.5,22.6,0.6,,,0,1442,50,50,486,14265,16292
2016,OH,984,41.489,-82.6751,3.4,23.5,23.7,1.8,8.7,,0,38,0,0,0,39667,39704
2009,OH,984,41.4917,-82.67,3.4,23.2,23.3,1.5,7.1,,0,3146,293,0,0,66,3505
2011,OH,972,41.5517,-82.79,3.4,23.8,23.9,1.2,7.4,,0,97,0,0,77,377,551
2008,OH,967,41.5567,-82.7983,3.4,23.6,24.4,1,8.8,,0,236,0,288,167,3140,3831
2013,OH,972,41.5517,-82.7917,3.2,22.2,22.4,1.2,7.2,,4,32130,18,32,48,4896,37128
2012,OH,984,41.4883,-82.675,3.2,23.5,23.5,1.2,6.8,,0,548,2074,28,7,7304,9961
2013,OH,984,41.4883,-82.675,3.2,22.3,23.4,0.9,5,,0,3899,1291,27,7,12858,18081
2006,OH,984,41.4933,-82.6783,3.2,23.8,23.9,0.9,8.7,,0,147,130,50,54,4399,4780
2007,OH,984,41.4933,-82.6783,3.2,22.8,22.8,1,,,0,274,42,12,32,20326,20686
2008,OH,990,41.455,-82.6417,3.1,23.6,23.6,1,9.8,,0,0,0,0,192,3588,3780
2016,OH,967,41.5562,-82.7974,3.1,25,25.2,1.5,7.6,,0,128,0,179,4,8584,8894
2016,OH,961,41.5565,-82.8621,3.1,25.1,25.1,1.2,8.1,,0,9,12,88,104,3032,3245
2012,OH,967,41.5567,-82.7967,3.1,23.7,25,1.5,5.4,,0,285,0,66,4,2188,2543
2011,OH,967,41.5567,-82.7967,3.1,23.8,23.9,1.5,7.4,,0,0,0,0,117,42,159
2018,OH,967,41.5572,-82.7981,3.1,23.3,24.5,0.9,6.9,,0,906,56,108,29,11801,12899
2015,OH,961,41.5633,-82.8583,3.1,24.9,25,0.6,7.6,,0,3486,0,92,128,1229,4935
2013,OH,979,41.48,-82.735,3,23.1,23,0.6,5.4,,4,2604,390,0,0,6549,9547
2006,OH,967,41.5567,-82.7983,2.8,24.1,25.5,1.2,11.3,,0,0,0,30,4,1844,1878
2013,OH,967,41.5567,-82.7967,2.5,22.3,22.5,0.9,8.3,,0,137,0,0,4,3031,3171
2018,OH,979,41.4813,-82.7359,2.4,23,23,0.3,8.1,,0,1166,63,8,29,4866,6132
2019,OH,984,41.4891,-82.6814,2.4,24.3,24.2,1.2,6.4,,0,211,0,0,179,10579,10969
2018,OH,984,41.4894,-82.6763,2.4,23.2,23.2,0.9,8.9,,0,619,0,4,39,15941,16602
2015,OH,979,41.4802,-82.735,2.3,25.4,25.4,0.6,7.8,,0,9353,0,0,0,6448,15801
2009,OH,979,41.47,-82.7433,2.2,25.9,25.9,0.6,7.7,,0,14632,213,0,69,6462,21376
2011,OH,979,41.48,-82.7333,2.2,24,24,0.3,7.5,,0,11977,175,0,0,5888,18041
2009,OH,984,41.4833,-82.6733,2.2,23.2,23.3,1.5,6.7,,0,321,472,0,8,371,1172
2007,OH,979,41.4767,-82.74,2.1,24.1,21.3,0.4,,,0,1743,0,4,0,7914,9661
2017,OH,979,41.4809,-82.7337,2.1,23.8,23.8,0.6,7.8,,0,3501,0,7,335,2835,6678
2016,OH,979,41.4811,-82.7365,2,23.2,23.2,0.4,7.2,,0,595,6,0,0,3548,4149
2010,OH,979,41.4733,-82.7433,1.9,25.2,25.2,0.3,7.6,,0,1071,0,0,15,7084,8170
2006,OH,979,41.4767,-82.74,1.9,23.8,23.8,0.3,7.6,,0,3808,3751,0,45,2268,9872
2008,OH,979,41.4767,-82.74,1.8,23.4,23.4,0.4,9.1,,0,89,0,0,5,14251,14345
2015,OH,984,41.4882,-82.6793,1.8,23.7,23.8,0.6,6.5,,0,16982,19,12,4,14877,31894
2016,OH,984,41.4905,-82.6804,1.8,23.4,23.6,1.2,9.3,,0,27,6,19,8,9827,9887
2014,OH,984,41.4882,-82.6793,1.7,22.7,23.9,1.2,9.5,,0,3529,639,4,12,3692,7876
2012,OH,979,41.48,-82.735,1.6,22.3,22.3,0.3,8.9,,0,2561,391,0,0,4599,7550
2017,OH,984,41.4896,-82.6809,1.5,21.9,21.8,1.2,5,,0,1020,0,0,42,16869,17931
2011,OH,984,41.49,-82.68,1.5,25.3,26,0.6,10.2,,0,2604,81,49,9,1417,4160
2012,OH,984,41.49,-82.68,1.4,23.6,23.6,0.6,8.1,,0,1619,745,4,0,1280,3648
2013,OH,984,41.49,-82.68,1.2,22.5,22.7,0.6,3.8,,4,73132,0,13,0,2520,75670
2018,OH,984,41.4885,-82.6812,1.2,22.9,22.9,1.8,9.4,,0,2656,0,37,0,10905,13599
