year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,DISCHARGE,AREA,PERIMETER
2017,OH,958,9.2,23.8,24,2.4,8.3,NA,0,198,0,4,39,10187,10429,Maumee R.,915615454.3,336325.905
2017,OH,943,8.8,23.8,24.1,2.1,8,NA,0,301,0,4,36,4874,5215,Maumee R.,915615454.3,336325.905
2017,OH,943,7.9,23.7,24,2.1,8.1,NA,0,36,0,0,38,9304,9378,Maumee R.,915615454.3,336325.905
2017,OH,888,7.6,23.6,23.8,2.1,8.5,NA,0,9,0,19,118,1649,1795,Maumee R.,915615454.3,336325.905
2017,OH,952,7.3,23.9,24,1.5,8.3,NA,0,383,0,4,23,2367,2777,Maumee R.,915615454.3,336325.905
2017,OH,890,6.1,23.7,24.4,1.5,8.8,NA,0,19,0,16,46,2977,3058,Maumee R.,915615454.3,336325.905
2017,OH,873,6.1,23.7,23.8,2.4,8.3,NA,0,255,0,0,835,41202,42293,Maumee R.,915615454.3,336325.905
2017,OH,874,5.2,23.7,24.5,3.1,8.9,NA,0,0,0,4,0,832,836,Maumee R.,915615454.3,336325.905
2017,OH,961,4.9,23.3,23.5,1.5,7.2,NA,0,73,0,42,41,26769,26926,Maumee R.,915615454.3,336325.905
2017,OH,654,4.6,23.3,24.2,1.5,6.7,NA,0,0,0,23,15,1704,1742,Maumee R.,915615454.3,336325.905
2017,OH,996,10.1,22,23.9,3.1,5.5,NA,0,0,0,0,0,236,236,Sandusky R.,252583059.7,199050.171
2017,OH,996,7.6,22.9,23.1,2.4,6.9,NA,0,2961,0,0,4,10804,13768,Sandusky R.,252583059.7,199050.171
2017,OH,989,6.7,21.9,21.9,1.5,4.3,NA,4,106,0,0,7,1368,1485,Sandusky R.,252583059.7,199050.171
2017,OH,990,4.6,21.6,21.7,1.5,3.6,NA,0,1476,0,0,4,5277,6757,Sandusky R.,252583059.7,199050.171
2017,OH,984,3.7,22.2,22.6,1.5,4.8,NA,0,282,0,0,25,9022,9329,Sandusky R.,252583059.7,199050.171
2017,OH,979,2.1,23.8,23.8,0.6,7.8,NA,0,3501,0,7,335,2835,6678,Sandusky R.,252583059.7,199050.171
2017,OH,984,1.5,21.9,21.8,1.2,5,NA,0,1020,0,0,42,16869,17931,Sandusky R.,252583059.7,199050.171
2017,OH,992,12.8,22.5,23.4,2.1,3.6,NA,0,219,0,4,224,3387,3833,Central Basin,650277990.9,179233.111
2017,ON,98,12.4,22.7,23.6,2.3,6,6.3,0,18,4,0,86,2409,2517,Central Basin,650277990.9,179233.111
2017,OH,987,12.2,21.8,23.3,2.1,3,NA,0,0,0,0,4,4,8,Central Basin,650277990.9,179233.111
2017,OH,986,12.2,23.2,23.5,1.5,6.6,NA,0,0,0,12,301,2753,3066,Central Basin,650277990.9,179233.111
2017,ON,101,12.2,19.7,22,1.5,6.7,6.7,0,0,0,0,1990,610,2599,Central Basin,650277990.9,179233.111
2017,ON,98,12.1,23.4,23.6,2,7.8,8,0,15,0,0,2547,5036,7598,Central Basin,650277990.9,179233.111
2017,ON,97,11.7,23.3,23.5,1.5,8.1,8.3,0,0,0,4,519,2355,2877,Central Basin,650277990.9,179233.111
2017,ON,97,11.5,22.9,23.7,2.1,6.7,5.9,4,46,0,138,1279,2912,4379,Central Basin,650277990.9,179233.111
2017,ON,77,11.5,20.3,22.7,2,6,6.1,0,0,0,0,94,760,854,Central Basin,650277990.9,179233.111
2017,ON,63,10.9,23.4,23.8,2.3,7.2,7.5,0,0,0,18,165,889,1072,Central Basin,650277990.9,179233.111
2017,ON,102,10.9,23.5,23.6,2,8.1,8.2,0,4,0,46,434,480,964,Central Basin,650277990.9,179233.111
2017,ON,64,10.8,23.5,23.7,1.3,6.3,7.8,0,0,0,0,1354,327,1681,Central Basin,650277990.9,179233.111
2017,ON,87,9.4,23.2,23.9,3.1,7.5,7.9,4,0,0,2081,297,2040,4421,Central Basin,650277990.9,179233.111
2017,ON,37,11.1,23.6,24.3,2.5,7.6,7.8,0,0,0,76,450,2824,3350,Detroit R.,1066406006,353171.391
2017,OH,931,9.5,23.7,23.7,2.4,8.6,NA,0,0,0,4,141,5233,5378,Detroit R.,1066406006,353171.391
2017,OH,918,9.2,23.4,23.5,1.8,9.3,NA,0,0,0,4,394,5070,5468,Detroit R.,1066406006,353171.391
2017,ON,21,9.2,23.4,24.1,2.7,7.5,7.6,0,4,0,30,159,3601,3794,Detroit R.,1066406006,353171.391
2017,ON,11,9,23.2,23.6,1.7,8.8,9.1,0,0,0,342,933,1175,2451,Detroit R.,1066406006,353171.391
2017,ON,20,8.9,23.6,24.2,2.5,7.2,7.8,0,207,0,0,20,5976,6203,Detroit R.,1066406006,353171.391
2017,OH,905,8.8,23.6,23.6,1.5,9.4,NA,0,0,0,0,339,1870,2210,Detroit R.,1066406006,353171.391
2017,OH,911,8.8,23.5,23.5,1.8,9.1,NA,0,0,69,8,403,1258,1738,Detroit R.,1066406006,353171.391
2017,OH,8,8.5,23.4,23.4,2.4,8.9,NA,0,0,0,15,195,1303,1513,Detroit R.,1066406006,353171.391
2017,OH,896,7.9,23.8,23.8,2.4,8.9,NA,0,0,0,4,106,6217,6326,Detroit R.,1066406006,353171.391
2017,ON,35,7.9,23.7,24.4,2.2,8,8,0,20,0,16,48,52,135,Detroit R.,1066406006,353171.391
2017,ON,6,7.6,23.3,23.8,1.5,9.3,9.5,0,0,0,132,229,66,427,Detroit R.,1066406006,353171.391
2017,OH,898,7.3,23.7,23.8,1.5,9.1,NA,0,0,0,0,30,187,217,Detroit R.,1066406006,353171.391
2017,OH,886,7.3,23.7,23.8,0.3,9.9,NA,0,0,0,4,83,683,770,Detroit R.,1066406006,353171.391
2017,OH,879,7,23.6,23.7,1.5,9,NA,0,0,6,4,162,4201,4373,Detroit R.,1066406006,353171.391
2017,ON,9,6.6,23.7,24.3,1.9,9.3,9.5,0,0,12,4,4,4,23,Detroit R.,1066406006,353171.391
2017,ON,60,11.4,23.8,23.8,1.5,8.2,8.1,0,0,56,52,36,2801,2944,Islands,545194199.1,185163.385
2017,ON,59,11.4,23.7,23.8,2.1,8.3,8.4,0,59,0,234,249,8401,8942,Islands,545194199.1,185163.385
2017,ON,51,11.4,23.6,24.6,2.7,7.5,7.5,0,156,0,125,444,1780,2505,Islands,545194199.1,185163.385
2017,ON,45,10.7,23.8,24.1,2.5,8,8.3,0,0,0,44,96,5211,5350,Islands,545194199.1,185163.385
2017,ON,33,10.5,23.6,23.8,2.3,8.4,8.7,0,4,0,74,273,5328,5680,Islands,545194199.1,185163.385
2017,ON,45,10.5,23.7,23.9,2,7.7,8.2,0,238,0,100,96,3269,3703,Islands,545194199.1,185163.385
2017,ON,61,10.2,24,24,1.5,8.2,7.5,0,0,0,7,148,3765,3920,Islands,545194199.1,185163.385
2017,OH,975,10.1,23.2,24.2,1.5,5.9,NA,0,9,0,0,62,331,402,Islands,545194199.1,185163.385
2017,OH,34,9.8,23.8,23.8,2.4,8.6,NA,0,36,0,0,23,3688,3748,Islands,545194199.1,185163.385
2017,ON,54,9.5,23.5,23.7,2,8.4,8.2,0,0,0,0,223,953,1175,Islands,545194199.1,185163.385
2017,OH,969,9.2,23.7,24.1,1.8,7.3,NA,0,0,0,4,10,1871,1885,Islands,545194199.1,185163.385
2017,OH,970,8.8,23.6,24.5,1.5,6.4,NA,0,19,0,0,74,1254,1347,Islands,545194199.1,185163.385
2017,ON,54,8.6,23.6,23.6,1.5,8.6,8,0,54,0,0,2278,8321,10652,Islands,545194199.1,185163.385
2017,OH,972,6.1,23.8,23.9,1.5,5.6,NA,0,38,0,0,100,1818,1956,Islands,545194199.1,185163.385
2017,OH,972,4,23.9,23.9,1.2,9.5,NA,0,38,0,4,4,4267,4313,Islands,545194199.1,185163.385
2017,OH,967,4,24,24,1.2,9.4,NA,0,17610,6,4,76,3918,21613,Islands,545194199.1,185163.385
2018,ON,59,11.6,24.8,25.4,2.5,6.7,6.7,0,212,0,0,620,6518,7350,Pidgeon Bay,290988370.2,91099.594
2018,ON,67,11.3,24.9,25.4,3,6.8,7.1,0,4,0,4,1317,8968,10292,Pidgeon Bay,290988370.2,91099.594
2018,ON,42,11.1,24.8,25.8,2.5,7.4,5.9,0,136,0,25,1563,19461,21186,Pidgeon Bay,290988370.2,91099.594
2018,ON,66,10.8,24.9,25.3,2.5,6.5,6.7,0,232,0,3,1107,15617,16960,Pidgeon Bay,290988370.2,91099.594
2018,ON,92,10.7,16.9,24.8,2,4.1,3.7,0,11,0,0,4,37,52,Pidgeon Bay,290988370.2,91099.594
2018,ON,75,10.6,24.9,25.2,2,6.5,6.9,0,27,0,3,0,4477,4507,Pidgeon Bay,290988370.2,91099.594
2018,ON,83,9.4,25,25,1.5,8.3,8.1,0,0,364,0,90,10860,11315,Pidgeon Bay,290988370.2,91099.594
2018,ON,56,9.2,24.7,24.7,1.5,8.1,8.1,0,0,0,116,777,7932,8824,Pidgeon Bay,290988370.2,91099.594
2018,ON,65,8.1,24.8,25.2,1.5,5.4,6,0,43,11,72,896,16615,17636,Pidgeon Bay,290988370.2,91099.594
2018,ON,99,6.2,24.6,25.8,2.5,6.9,8,0,33,0,0,7,4955,4996,Pidgeon Bay,290988370.2,91099.594
2018,OH,958,9.2,24,24.1,0.9,7.5,NA,0,0,0,0,134,2679,2813,Maumee R.,915615454.3,336325.905
2018,OH,943,8.8,23.6,23.9,0.9,6.6,NA,0,27,75,8,103,2297,2510,Maumee R.,915615454.3,336325.905
2018,OH,943,7.9,23.7,24,1.2,6.9,NA,0,73,0,0,70,1418,1561,Maumee R.,915615454.3,336325.905
2018,OH,952,7.3,23.5,24.1,1.5,7.3,NA,0,73,0,0,5,1796,1874,Maumee R.,915615454.3,336325.905
2018,OH,888,7.3,23.9,24.7,1.2,8.1,NA,0,9,0,0,248,1349,1607,Maumee R.,915615454.3,336325.905
2018,OH,890,6.1,23.7,24.9,1.2,8.4,NA,0,0,0,19,168,2149,2335,Maumee R.,915615454.3,336325.905
2018,OH,873,6.1,23.8,24.9,1.8,8.4,NA,0,0,0,4,12,1222,1238,Maumee R.,915615454.3,336325.905
2018,OH,874,5.4,23.8,25,1.8,8.2,NA,0,0,0,42,48,1889,1979,Maumee R.,915615454.3,336325.905
2018,OH,954,4.6,23.7,24.2,0.9,7.5,NA,0,36,0,50,4,5292,5383,Maumee R.,915615454.3,336325.905
2018,OH,996,10.1,23.6,23.6,1.2,8.1,NA,0,18,0,0,4,1956,1978,Sandusky R.,252583059.7,199050.171
2018,OH,996,7.6,23.7,23.6,0.9,8.6,NA,0,18,0,0,0,229,247,Sandusky R.,252583059.7,199050.171
2018,OH,989,7,23.5,23.4,0.7,8.5,NA,0,55,0,0,16,1692,1763,Sandusky R.,252583059.7,199050.171
2018,OH,990,5.2,23.5,23.5,1,8.4,NA,0,64,0,0,4,3230,3298,Sandusky R.,252583059.7,199050.171
2018,OH,979,2.4,23,23,0.3,8.1,NA,0,1166,63,8,29,4866,6132,Sandusky R.,252583059.7,199050.171
2018,OH,984,2.4,23.2,23.2,0.9,8.9,NA,0,619,0,4,39,15941,16602,Sandusky R.,252583059.7,199050.171
2018,OH,984,1.2,22.9,22.9,1.8,9.4,NA,0,2656,0,37,0,10905,13599,Sandusky R.,252583059.7,199050.171
2018,ON,90,17.2,24.8,24.9,2,8.1,8.1,0,0,0,0,24,4055,4079,Central Basin,650277990.9,179233.111
2018,OH,994,13.5,23.6,23.6,1.8,7.7,NA,0,0,0,0,0,1163,1163,Central Basin,650277990.9,179233.111
2018,ON,98,12.7,24.2,24.5,2.5,8.4,8.5,0,0,0,0,22,3514,3535,Central Basin,650277990.9,179233.111
2018,OH,987,12.5,23.8,23.8,2,7.7,NA,0,9,0,0,53,3240,3302,Central Basin,650277990.9,179233.111
2018,OH,992,12.5,23.9,24,2.1,7.9,NA,0,9,0,0,19,2437,2465,Central Basin,650277990.9,179233.111
2018,ON,101,12.4,19.8,24.9,1.5,4.3,4.8,0,0,0,0,23,1790,1813,Central Basin,650277990.9,179233.111
2018,OH,986,12.2,23.9,24.1,1.5,7.7,NA,0,9,0,0,84,1730,1823,Central Basin,650277990.9,179233.111
2018,ON,97,11.8,24.8,24.9,2,8.2,8.4,0,0,0,0,7,2474,2481,Central Basin,650277990.9,179233.111
2018,ON,97,11.6,24.2,24.4,2,8.5,8.6,0,0,0,0,19,3039,3058,Central Basin,650277990.9,179233.111
2018,ON,77,11.5,24.9,25.4,1.2,7.8,7.7,0,7,3,0,1180,1607,2797,Central Basin,650277990.9,179233.111
2018,ON,63,11.2,24.7,25.7,1.5,6.6,6.8,0,3,0,0,142,4788,4934,Central Basin,650277990.9,179233.111
2018,ON,64,11,24.9,25.2,1.7,7.8,7.2,0,0,32,0,48,1020,1100,Central Basin,650277990.9,179233.111
2018,ON,102,11,21.5,24.8,1.5,5.8,6.8,0,0,0,0,4,618,622,Central Basin,650277990.9,179233.111
2018,ON,95,9.9,24.8,25.8,1.5,6.3,8,0,3,0,0,397,4884,5284,Central Basin,650277990.9,179233.111
2018,ON,31,11.2,24.5,24.4,1.5,8.5,8.2,0,24,0,0,522,2797,3342,Detroit R.,1066406006,353171.391
2018,OH,931,9.5,24,24,1.8,7.9,NA,0,0,0,16,431,2323,2770,Detroit R.,1066406006,353171.391
2018,ON,11,9.3,24.5,25.6,2,6.5,7.6,0,0,0,28,4146,3404,7578,Detroit R.,1066406006,353171.391
2018,ON,21,9.3,24.4,24.4,2,8.5,8.4,0,0,0,50,499,4041,4591,Detroit R.,1066406006,353171.391
2018,OH,918,9.2,23.9,23.9,2.7,8,NA,0,9,0,8,146,7797,7960,Detroit R.,1066406006,353171.391
2018,OH,905,8.8,23.7,23.8,2.4,8.2,NA,0,9,0,0,15,1392,1417,Detroit R.,1066406006,353171.391
2018,OH,911,8.8,23.8,23.7,2.7,8.1,NA,0,0,0,4,323,4688,5015,Detroit R.,1066406006,353171.391
2018,ON,20,8.7,24.4,24.4,1.8,8.4,8,0,0,0,3,6,76,85,Detroit R.,1066406006,353171.391
2018,OH,8,8.5,23.8,23.8,1.8,8.1,NA,0,0,242,23,536,2546,3347,Detroit R.,1066406006,353171.391
2018,ON,35,7.8,24.8,24.8,2,8.1,8,0,0,0,38,19,246,303,Detroit R.,1066406006,353171.391
2018,ON,6,7.7,25.3,25.7,NA,9.1,9.2,0,4,0,0,8121,1549,9673,Detroit R.,1066406006,353171.391
2018,OH,896,7.6,23.7,23.8,3.4,8,NA,0,0,0,0,21,2966,2988,Detroit R.,1066406006,353171.391
2018,OH,898,7.3,24.1,24.5,1.8,7.9,NA,0,0,189,0,5,1179,1373,Detroit R.,1066406006,353171.391
2018,OH,886,7.3,24,24.3,2.1,8,NA,0,0,0,0,16,1089,1105,Detroit R.,1066406006,353171.391
2018,OH,879,7,24.1,24.6,1.5,7.9,NA,0,0,0,0,28,1667,1695,Detroit R.,1066406006,353171.391
2018,ON,10,6.7,24.8,25.7,2,7.8,6,0,7,0,0,33,78,119,Detroit R.,1066406006,353171.391
2018,ON,60,11.5,24.2,24.3,1.5,7.3,8.4,0,0,0,0,306,1233,1539,Islands,545194199.1,185163.385
2018,ON,51,11.5,24.2,24.2,3,8.4,8.5,0,0,0,43,240,1760,2044,Islands,545194199.1,185163.385
2018,ON,45,10.7,24.7,25.5,2.5,6.9,6.8,0,57,0,0,373,6339,6769,Islands,545194199.1,185163.385
2018,ON,44,10.7,24.6,25.4,2.5,5.5,6.5,0,200,0,0,338,10504,11042,Islands,545194199.1,185163.385
2018,ON,33,10.6,24.4,25.3,2.5,6.1,6.2,0,65,0,0,602,12897,13563,Islands,545194199.1,185163.385
2018,OH,969,10.4,23.7,24,1.2,7.3,NA,0,9,0,0,53,2303,2365,Islands,545194199.1,185163.385
2018,ON,61,10.4,25,25,1.3,8.3,8.2,0,4,0,0,471,3182,3657,Islands,545194199.1,185163.385
2018,OH,975,10.1,23.7,23.9,1.2,7.6,NA,0,9,0,0,28,2469,2506,Islands,545194199.1,185163.385
2018,OH,34,9.8,24,24,1.2,7.8,NA,0,0,6,12,159,1237,1414,Islands,545194199.1,185163.385
2018,ON,54,9.1,25,25.3,2,8,8.4,0,143,0,0,516,3901,4561,Islands,545194199.1,185163.385
2018,ON,54,9,24.9,25.4,1,8,8.3,0,0,0,0,360,2047,2407,Islands,545194199.1,185163.385
2018,OH,970,8.8,23.6,23.8,1.2,6.8,NA,0,0,0,4,14,1065,1083,Islands,545194199.1,185163.385
2018,OH,972,6.4,23.6,24.1,1.5,7.1,NA,0,0,0,0,0,1301,1301,Islands,545194199.1,185163.385
2018,OH,972,3.7,23.3,24.6,1.2,5.9,NA,0,711,0,12,81,14780,15583,Islands,545194199.1,185163.385
2018,OH,967,3.1,23.3,24.5,0.9,6.9,NA,0,906,56,108,29,11801,12899,Islands,545194199.1,185163.385
2019,ON,67,11.7,23,23,2.3,8.4,8.4,0,4,0,0,28,363,394,Pidgeon Bay,290988370.2,91099.594
2019,ON,42,11.6,22.9,23,2.5,8.4,8.3,0,4,0,0,112,1071,1187,Pidgeon Bay,290988370.2,91099.594
2019,ON,66,11.5,23,23,2.2,8.4,8.3,0,4,0,4,21,571,600,Pidgeon Bay,290988370.2,91099.594
2019,ON,75,11.1,23,23.1,1.9,8.4,8.4,0,30,0,0,7,171,208,Pidgeon Bay,290988370.2,91099.594
2019,ON,56,9.7,23,23,2,8.3,8.3,0,0,0,9,26,370,404,Pidgeon Bay,290988370.2,91099.594
2019,ON,65,9.6,23,23,1.9,8.4,8.4,0,12,0,96,171,534,813,Pidgeon Bay,290988370.2,91099.594
2019,ON,82,9.5,23.2,25,NA,5.5,6.5,0,187,0,4,52,829,1072,Pidgeon Bay,290988370.2,91099.594
2019,ON,91,8.5,24.3,24.3,1.7,9.1,8.4,0,0,0,0,36,908,944,Pidgeon Bay,290988370.2,91099.594
2019,ON,99,7.8,24,24,1.8,8.6,8.8,0,0,0,0,0,3824,3824,Pidgeon Bay,290988370.2,91099.594
2019,OH,958,10.5,24.1,24.2,1.2,8.1,NA,0,0,0,0,39,2122,2161,Maumee R.,915615454.3,336325.905
2019,OH,943,10.3,24,24.2,0.9,8.3,NA,0,0,12,0,150,2835,2996,Maumee R.,915615454.3,336325.905
2019,OH,943,9.3,24.1,24.2,0.9,8.1,NA,0,0,0,4,72,3455,3531,Maumee R.,915615454.3,336325.905
2019,OH,952,9,24.3,24.9,1.2,8.5,NA,0,0,0,0,49,1974,2023,Maumee R.,915615454.3,336325.905
2019,OH,888,8.8,23.9,25.4,1.2,7,NA,0,0,0,0,16,1437,1453,Maumee R.,915615454.3,336325.905
2019,OH,873,7.8,23.8,26.1,0.9,7.1,NA,0,0,6,0,102,888,996,Maumee R.,915615454.3,336325.905
2019,OH,890,7.4,23.9,26.3,0.6,7.2,NA,0,0,0,7,95,876,979,Maumee R.,915615454.3,336325.905
2019,OH,874,6.4,23.8,26.4,0.6,7.2,NA,0,0,0,26,131,1742,1899,Maumee R.,915615454.3,336325.905
2019,OH,954,6,24.6,25.1,0.6,8,NA,0,0,0,54,39,1668,1762,Maumee R.,915615454.3,336325.905
2019,OH,996,8.9,23.8,24.7,1.5,3.8,NA,0,0,0,0,11,1941,1952,Sandusky R.,252583059.7,199050.171
2019,OH,989,7.9,24.1,24.2,1.5,6.1,NA,0,9,0,0,96,3883,3989,Sandusky R.,252583059.7,199050.171
2019,OH,990,5,24.1,24.1,2.1,5.8,NA,0,47,0,4,24,1380,1455,Sandusky R.,252583059.7,199050.171
2019,OH,984,4.5,24,24.1,2.4,6.3,NA,0,378,0,4,41,4145,4568,Sandusky R.,252583059.7,199050.171
2019,OH,979,3.7,25.2,25.2,0.6,7,NA,0,337,0,4,35,6960,7336,Sandusky R.,252583059.7,199050.171
2019,OH,984,2.4,24.3,24.2,1.2,6.4,NA,0,211,0,0,179,10579,10969,Sandusky R.,252583059.7,199050.171
2019,ON,101,12.9,16.5,23.8,NA,2.6,3.3,0,0,0,0,4,163,167,Central Basin,650277990.9,179233.111
2019,ON,95,11.8,21.1,24.9,NA,5.4,5.3,0,0,0,0,385,691,1076,Central Basin,650277990.9,179233.111
2019,ON,63,11.5,24.3,24.5,1.9,7.4,7.6,0,0,0,0,68,2370,2438,Central Basin,650277990.9,179233.111
2019,ON,31,12,24.4,25.8,NA,7.3,7.5,0,0,0,9,493,1725,2227,Detroit R.,1066406006,353171.391
2019,OH,931,10.7,23.9,24.4,2.1,7.7,NA,0,9,0,0,185,2457,2651,Detroit R.,1066406006,353171.391
2019,OH,918,10.5,23.8,24.3,2.4,7.3,NA,0,0,0,0,535,1505,2040,Detroit R.,1066406006,353171.391
2019,OH,905,10,23.9,24.8,2.1,7.1,NA,0,0,0,0,163,4581,4744,Detroit R.,1066406006,353171.391
2019,OH,911,10,23.7,24.8,2.1,7.5,NA,0,9,0,0,26,4466,4501,Detroit R.,1066406006,353171.391
2019,ON,21,9.9,24,24.9,NA,7.3,8.4,0,0,0,0,283,4701,4984,Detroit R.,1066406006,353171.391
2019,OH,8,9.7,23.8,24.9,1.8,7.4,NA,0,9,0,4,122,1397,1532,Detroit R.,1066406006,353171.391
2019,ON,11,9.5,23.8,24.4,2.1,8.1,8.2,0,0,0,0,176,2379,2556,Detroit R.,1066406006,353171.391
2019,ON,20,9.5,24.1,25.2,NA,7,7.3,0,4,0,0,168,2285,2457,Detroit R.,1066406006,353171.391
2019,OH,896,9.3,24.1,25.1,0.9,5.9,NA,0,0,0,0,23,1736,1759,Detroit R.,1066406006,353171.391
2019,OH,898,8.8,23.9,25.3,1.2,7,NA,0,0,0,0,30,2180,2210,Detroit R.,1066406006,353171.391
2019,OH,886,8.5,24,25.1,0.9,6.4,NA,0,0,0,0,52,777,828,Detroit R.,1066406006,353171.391
2019,ON,6,8.4,24.1,24.9,1.9,8.4,8.2,0,4,0,0,310,794,1109,Detroit R.,1066406006,353171.391
2019,ON,35,8.3,24,24.8,NA,6.3,7.9,0,0,0,11,34,617,662,Detroit R.,1066406006,353171.391
2019,OH,879,8.2,23.9,25.3,0.9,6.4,NA,0,0,0,0,89,3525,3614,Detroit R.,1066406006,353171.391
2019,ON,10,7.3,23.9,24.7,2.2,8.3,8.3,0,0,0,4,131,1279,1414,Detroit R.,1066406006,353171.391
2019,ON,59,12.1,24.4,24.6,1.9,7.1,7.5,0,12,12,0,267,8214,8505,Islands,545194199.1,185163.385
2019,ON,51,12.1,24.6,26,NA,6.9,6.9,0,0,0,0,146,1175,1321,Islands,545194199.1,185163.385
2019,OH,975,11.4,21.4,24,1.5,2.7,NA,0,0,0,0,4,128,132,Islands,545194199.1,185163.385
2019,ON,33,11.3,24.5,24.7,1.9,8,8,0,0,4,0,72,1374,1450,Islands,545194199.1,185163.385
2019,ON,45,11.3,24.8,24.8,1.8,7.5,7.5,0,0,0,0,20,1817,1837,Islands,545194199.1,185163.385
2019,ON,45,11.2,24.6,24,2.2,7.7,7.8,0,0,0,0,77,3811,3888,Islands,545194199.1,185163.385
2019,OH,34,11.1,24,24.5,1.8,7.6,NA,0,0,0,0,76,2368,2444,Islands,545194199.1,185163.385
2019,ON,61,11.1,24.6,25.3,1.5,6.4,6.4,0,0,0,0,269,1655,1924,Islands,545194199.1,185163.385
2019,OH,969,10.8,22.2,23.8,2.4,2.8,NA,0,18,0,0,0,977,995,Islands,545194199.1,185163.385
2019,OH,970,10,23.1,24,1.2,4.6,NA,0,36,0,0,86,946,1069,Islands,545194199.1,185163.385
2019,ON,54,9.7,24.6,25,1.8,6.7,6.7,0,0,0,0,237,7158,7396,Islands,545194199.1,185163.385
2019,OH,972,5,24.1,24.7,1.5,7.7,NA,0,0,0,15,18,2524,2557,Islands,545194199.1,185163.385
2019,OH,967,4.4,24.2,25.5,1.5,8.1,NA,0,0,0,149,22,2683,2854,Islands,545194199.1,185163.385
